version,device name,recording time,platform,appVersion,device id,sensors,sampleRateMs
3,iPhone 14,2023-04-10_16-42-08,ios,1.14,7db14b0f-6598-4398-bb8e-ed52c197d82a,Accelerometer|Annotation|AccelerometerUncalibrated,10||10
