version,device name,recording time,platform,appVersion,device id,sensors,sampleRateMs
3,iPhone XR,2023-04-11_02-05-50,ios,1.14,5f7b7aa7-b969-47f5-a0db-07bce1aa44d7,Accelerometer|Annotation|AccelerometerUncalibrated,10||10
