time,seconds_elapsed,dBFS
1684213406272000000,65.867,-51.97946548461914
1684213406378000000,65.97299975585938,-50.29470443725586
1684213406482000000,66.07699975585938,-51.76243209838867
1684213406588000000,66.183,-54.00321960449219
1684213406690000000,66.28499975585937,-55.60814666748047
1684213406795000000,66.39,-56.86143112182617
1684213406901000000,66.496,-51.04435348510742
1684213407004000000,66.599,-51.26780700683594
1684213407106000000,66.70099975585937,-50.333431243896484
1684213407210000000,66.80499975585937,-52.41606903076172
1684213407316000000,66.911,-53.605712890625
1684213407416000000,67.011,-55.421268463134766
1684213407522000000,67.11699975585938,-54.49504089355469
1684213407628000000,67.223,-51.840660095214844
1684213407733000000,67.328,-52.472251892089844
1684213407836000000,67.431,-54.68782043457031
1684213407942000000,67.53700024414063,-54.33281707763672
1684213408047000000,67.642,-56.03471374511719
1684213408147000000,67.742,-52.53420639038086
1684213408252000000,67.847,-55.07674026489258
1684213408354000000,67.94899975585938,-50.24156951904297
1684213408458000000,68.05299975585937,-52.419185638427734
1684213408559000000,68.154,-52.50809097290039
1684213408664000000,68.259,-53.72174835205078
1684213408766000000,68.36100024414063,-55.72808837890625
1684213408866000000,68.46099975585938,-53.90414047241211
1684213408967000000,68.562,-49.42906188964844
1684213409073000000,68.668,-49.36549377441406
1684213409177000000,68.772,-50.84282684326172
1684213409282000000,68.87699975585937,-53.42955017089844
1684213409386000000,68.98099975585937,-51.4837646484375
1684213409491000000,69.086,-50.521907806396484
1684213409596000000,69.191,-51.60429763793945
1684213409700000000,69.295,-49.51237106323242
1684213409805000000,69.4,-48.7224235534668
1684213409911000000,69.506,-50.986209869384766
1684213410015000000,69.61,-53.171749114990234
1684213410120000000,69.715,-52.6105842590332
1684213410224000000,69.819,-53.58845901489258
1684213410329000000,69.924,-53.6242561340332
1684213410434000000,70.02899975585937,-55.16534423828125
1684213410534000000,70.12900024414063,-52.08654022216797
1684213410633000000,70.228,-52.07790756225586
1684213410733000000,70.328,-53.77880096435547
1684213410834000000,70.42899975585938,-51.57265853881836
1684213410934000000,70.52900024414062,-53.7899284362793
1684213411034000000,70.62899975585937,-52.30899429321289
1684213411134000000,70.72900024414062,-46.6352424621582
1684213411234000000,70.82899975585937,-49.13578414916992
1684213411334000000,70.92900024414062,-49.7242317199707
1684213411434000000,71.02899975585937,-50.985164642333984
1684213411539000000,71.134,-52.123199462890625
1684213411644000000,71.239,-54.253822326660156
1684213411749000000,71.344,-49.36405944824219
1684213411854000000,71.44900024414062,-51.76277160644531
1684213411958000000,71.55300024414062,-52.27427673339844
1684213412064000000,71.659,-39.46192169189453
1684213412167000000,71.762,-41.88157653808594
1684213412269000000,71.864,-45.0342903137207
1684213412374000000,71.96900024414063,-48.0969123840332
1684213412475000000,72.07,-50.44923782348633
1684213412580000000,72.175,-53.475990295410156
1684213412685000000,72.28,-52.90559005737305
1684213412789000000,72.384,-34.540740966796875
1684213412895000000,72.49,-35.97718048095703
1684213413000000000,72.595,-38.68492889404297
1684213413105000000,72.7,-42.06422424316406
1684213413210000000,72.80499975585937,-45.224456787109375
1684213413316000000,72.911,-47.977256774902344
1684213413421000000,73.016,-50.25645065307617
1684213413526000000,73.12100024414063,-19.846498489379883
1684213413630000000,73.22500024414063,-23.060033798217773
1684213413733000000,73.328,-27.644855499267578
1684213413834000000,73.42899975585938,-31.783872604370117
1684213413933000000,73.528,-35.691219329833984
1684213414034000000,73.62899975585937,-40.335628509521484
1684213414133000000,73.728,-43.35185241699219
1684213414238000000,73.83300024414062,-45.883705139160156
1684213414342000000,73.93700024414062,-44.60976791381836
1684213414446000000,74.04100024414062,-47.33247375488281
1684213414551000000,74.146,-44.68250274658203
1684213414654000000,74.24900024414063,-46.11562728881836
1684213414758000000,74.35300024414063,-49.9769287109375
1684213414863000000,74.458,-52.34512710571289
1684213414967000000,74.562,-51.664398193359375
1684213415073000000,74.668,-53.61388397216797
1684213415177000000,74.772,-50.904457092285156
1684213415283000000,74.878,-52.15378952026367
1684213415387000000,74.982,-52.643795013427734
1684213415493000000,75.088,-52.32340621948242
1684213415598000000,75.19300024414062,-51.57894515991211
1684213415700000000,75.295,-53.508785247802734
1684213415801000000,75.396,-54.84300231933594
1684213415904000000,75.499,-51.0627326965332
1684213416008000000,75.603,-51.794044494628906
1684213416114000000,75.70899975585938,-52.351776123046875
1684213416216000000,75.811,-53.12705993652344
1684213416321000000,75.916,-49.95914840698242
1684213416425000000,76.02,-42.86478805541992
1684213416529000000,76.124,-35.83847427368164
1684213416632000000,76.227,-39.597801208496094
1684213416733000000,76.328,-43.99636459350586
1684213416834000000,76.42899975585938,-46.62848663330078
1684213416934000000,76.52900024414062,-49.506351470947266
1684213417033000000,76.628,-48.7786750793457
1684213417133000000,76.728,-51.02286911010742
1684213417233000000,76.828,-46.40026092529297
1684213417334000000,76.92900024414062,-49.54326629638672
1684213417439000000,77.034,-52.13772201538086
1684213417545000000,77.14,-53.15672302246094
1684213417649000000,77.244,-54.00348663330078
1684213417754000000,77.34899975585938,-56.09001922607422
1684213417855000000,77.45,-55.68705749511719
1684213417961000000,77.556,-38.39152526855469
1684213418066000000,77.66099975585938,-40.76769256591797
1684213418167000000,77.762,-43.68540954589844
1684213418272000000,77.867,-37.192867279052734
1684213418376000000,77.971,-40.94145965576172
1684213418481000000,78.076,-44.27287673950195
1684213418584000000,78.179,-48.03880310058594
1684213418689000000,78.284,-49.807613372802734
1684213418794000000,78.38899975585937,-53.12424850463867
1684213418896000000,78.491,-54.871036529541016
1684213419004000000,78.599,-57.14802551269531
1684213419107000000,78.702,-54.40513229370117
1684213419211000000,78.806,-33.181427001953125
1684213419316000000,78.911,-35.25541687011719
1684213419421000000,79.016,-38.77861022949219
1684213419523000000,79.118,-41.99651336669922
1684213419628000000,79.223,-45.034236907958984
1684213419731000000,79.326,-48.44411849975586
1684213419833000000,79.428,-49.63087844848633
1684213419933000000,79.528,-48.522247314453125
1684213420037000000,79.632,-50.96990966796875
1684213420140000000,79.735,-53.266380310058594
1684213420245000000,79.84,-55.386268615722656
1684213420350000000,79.94500024414063,-55.32081604003906
1684213420452000000,80.047,-54.341102600097656
1684213420556000000,80.151,-52.00181198120117
1684213420661000000,80.256,-49.02170181274414
1684213420767000000,80.362,-50.23808670043945
1684213420867000000,80.462,-50.25819396972656
1684213420972000000,80.567,-52.48423767089844
1684213421073000000,80.668,-51.17643737792969
1684213421178000000,80.77299975585937,-50.45823669433594
1684213421284000000,80.879,-52.36772537231445
1684213421388000000,80.983,-53.38296890258789
1684213421494000000,81.08900024414062,-51.83316421508789
1684213421598000000,81.19300024414062,-37.362491607666016
1684213421703000000,81.298,-41.191925048828125
1684213421808000000,81.403,-44.490478515625
1684213421914000000,81.50899975585938,-47.64423370361328
1684213422018000000,81.61299975585938,-47.7242546081543
1684213422124000000,81.719,-48.69424819946289
1684213422228000000,81.823,-50.552146911621094
1684213422334000000,81.92900024414062,-52.54825210571289
1684213422433000000,82.028,-54.75277328491211
1684213422534000000,82.12900024414063,-49.17790985107422
1684213422633000000,82.228,-50.96701431274414
1684213422733000000,82.328,-50.627838134765625
1684213422834000000,82.42899975585938,-52.954078674316406
1684213422934000000,82.52900024414062,-54.293243408203125
1684213423040000000,82.635,-54.3431510925293
1684213423144000000,82.739,-51.251319885253906
1684213423249000000,82.844,-52.753944396972656
1684213423350000000,82.94500024414063,-46.480587005615234
1684213423455000000,83.05,-49.327518463134766
1684213423560000000,83.155,-51.86817932128906
1684213423664000000,83.259,-53.768314361572266
1684213423767000000,83.362,-55.61762237548828
1684213423873000000,83.468,-48.81460952758789
1684213423975000000,83.57,-51.430973052978516
1684213424081000000,83.676,-53.204742431640625
1684213424186000000,83.78099975585937,-55.39397430419922
1684213424290000000,83.88499975585937,-57.10061264038086
1684213424395000000,83.99,-54.354305267333984
1684213424500000000,84.095,-53.555763244628906
1684213424606000000,84.20100024414063,-52.43931579589844
1684213424710000000,84.30500024414063,-52.56963348388672
1684213424816000000,84.411,-53.70719528198242
1684213424921000000,84.516,-55.009666442871094
1684213425023000000,84.618,-55.09939193725586
1684213425125000000,84.72,-52.962406158447266
1684213425227000000,84.822,-53.47275924682617
1684213425329000000,84.924,-54.89582061767578
1684213425433000000,85.028,-53.88430404663086
1684213425534000000,85.12900024414063,-53.03733825683594
1684213425634000000,85.22899975585938,-55.14437484741211
1684213425733000000,85.328,-55.49614334106445
1684213425834000000,85.42899975585938,-56.802242279052734
1684213425933000000,85.528,-54.76272964477539
1684213426034000000,85.62899975585937,-56.31988525390625
1684213426133000000,85.728,-50.51725769042969
1684213426238000000,85.83300024414062,-52.84130859375
1684213426344000000,85.939,-54.022003173828125
1684213426448000000,86.043,-53.96561813354492
1684213426549000000,86.144,-51.39162063598633
1684213426653000000,86.248,-49.514122009277344
1684213426752000000,86.347,-51.60092544555664
1684213426858000000,86.45299975585938,-52.41644287109375
1684213426962000000,86.55699975585938,-53.41110610961914
1684213427067000000,86.662,-53.22172927856445
1684213427172000000,86.767,-52.56707763671875
1684213427278000000,86.87300024414063,-50.33827590942383
1684213427381000000,86.976,-52.528812408447266
1684213427487000000,87.082,-51.028419494628906
1684213427591000000,87.186,-53.14959716796875
1684213427697000000,87.292,-53.93612289428711
1684213427800000000,87.395,-55.25271224975586
1684213427906000000,87.50099975585937,-51.06500244140625
1684213428010000000,87.60499975585938,-49.792091369628906
1684213428116000000,87.711,-52.4212760925293
1684213428221000000,87.816,-52.17163848876953
1684213428323000000,87.918,-54.04984664916992
1684213428429000000,88.024,-49.50873947143555
1684213428534000000,88.12900024414063,-51.9394645690918
1684213428633000000,88.228,-53.444889068603516
1684213428734000000,88.32900024414063,-51.540138244628906
1684213428834000000,88.42899975585938,-53.3316535949707
1684213428938000000,88.53299975585938,-54.54853057861328
1684213429044000000,88.639,-55.060726165771484
1684213429145000000,88.74,-54.237701416015625
1684213429251000000,88.846,-54.947235107421875
1684213429355000000,88.95,-55.810791015625
1684213429461000000,89.056,-52.08456802368164
1684213429563000000,89.158,-54.03569030761719
1684213429667000000,89.262,-53.00251770019531
1684213429768000000,89.363,-54.34880828857422
1684213429873000000,89.468,-55.152732849121094
1684213429978000000,89.57299975585937,-50.90968322753906
1684213430084000000,89.679,-53.1292839050293
1684213430188000000,89.783,-55.052310943603516
1684213430294000000,89.88900024414062,-54.89924240112305
1684213430398000000,89.99300024414063,-54.6888427734375
1684213430500000000,90.095,-53.40922927856445
1684213430602000000,90.19699975585938,-54.953269958496094
1684213430707000000,90.302,-54.0872917175293
1684213430812000000,90.407,-51.6900749206543
1684213430918000000,90.51300024414063,-54.28565979003906
1684213431023000000,90.618,-53.46854019165039
1684213431135000000,90.73,-55.23527908325195
1684213431241000000,90.836,-55.6852912902832
1684213431341000000,90.936,-54.10316848754883
1684213431442000000,91.03699975585937,-50.29202651977539
1684213431548000000,91.143,-53.09225845336914
1684213431652000000,91.247,-54.47676467895508
1684213431758000000,91.35300024414063,-55.6921272277832
1684213431863000000,91.458,-51.57477951049805
1684213431967000000,91.562,-53.80733108520508
1684213432073000000,91.668,-53.63086700439453
1684213432178000000,91.77299975585937,-53.0936279296875
1684213432283000000,91.878,-53.59418869018555
1684213432383000000,91.978,-52.887386322021484
1684213432489000000,92.084,-52.499332427978516
1684213432594000000,92.18899975585937,-50.17923355102539
1684213432698000000,92.29299975585937,-52.65861892700195
1684213432800000000,92.395,-50.61947250366211
1684213432906000000,92.50099975585937,-52.33184814453125
1684213433010000000,92.60499975585938,-53.095218658447266
1684213433114000000,92.70899975585938,-52.59836196899414
1684213433219000000,92.814,-51.01253890991211
1684213433322000000,92.91699975585938,-51.89487838745117
1684213433428000000,93.023,-50.76789855957031
1684213433533000000,93.128,-51.008689880371094
1684213433634000000,93.22899975585938,-51.11893081665039
1684213433739000000,93.334,-47.566917419433594
1684213433842000000,93.43699975585938,-50.101444244384766
1684213433948000000,93.543,-51.89957046508789
1684213434053000000,93.648,-48.89720916748047
1684213434158000000,93.75300024414062,-51.23781204223633
1684213434258000000,93.85299975585937,-51.433292388916016
1684213434363000000,93.958,-52.863006591796875
1684213434467000000,94.062,-51.5106201171875
1684213434572000000,94.167,-52.882442474365234
1684213434678000000,94.27300024414062,-52.234458923339844
1684213434783000000,94.378,-51.75619125366211
1684213434888000000,94.483,-53.95029830932617
1684213434989000000,94.584,-53.47764205932617
1684213435095000000,94.69,-55.58689498901367
1684213435198000000,94.79300024414063,-55.592288970947266
1684213435300000000,94.895,-53.65494155883789
1684213435400000000,94.995,-49.18650817871094
1684213435506000000,95.10099975585938,-51.719635009765625
1684213435608000000,95.203,-52.23094940185547
1684213435714000000,95.30899975585938,-54.2573356628418
1684213435819000000,95.414,-56.64582824707031
1684213435921000000,95.516,-50.85740280151367
1684213436027000000,95.622,-53.3367805480957
1684213436132000000,95.727,-52.87639236450195
1684213436234000000,95.82899975585937,-53.912601470947266
1684213436339000000,95.934,-54.81291580200195
1684213436442000000,96.03699975585937,-52.52206039428711
1684213436548000000,96.143,-53.55713653564453
1684213436653000000,96.248,-52.40119934082031
1684213436758000000,96.35300024414063,-52.67136001586914
1684213436863000000,96.458,-53.04551315307617
1684213436967000000,96.562,-51.90509033203125
1684213437073000000,96.668,-54.017295837402344
1684213437178000000,96.77299975585937,-52.46134567260742
1684213437283000000,96.878,-53.63058853149414
1684213437387000000,96.982,-51.96653366088867
1684213437493000000,97.088,-52.450599670410156
1684213437598000000,97.19300024414062,-51.86195373535156
1684213437700000000,97.295,-52.34120559692383
1684213437801000000,97.396,-52.88189697265625
1684213437904000000,97.499,-49.28675079345703
1684213438009000000,97.604,-50.73320388793945
1684213438111000000,97.706,-52.462669372558594
1684213438216000000,97.811,-46.64331817626953
1684213438321000000,97.916,-49.99406051635742
1684213438427000000,98.022,-52.27338790893555
1684213438531000000,98.126,-54.74285125732422
1684213438634000000,98.22899975585938,-51.233829498291016
1684213438739000000,98.334,-52.401615142822266
1684213438844000000,98.439,-48.749027252197266
1684213438949000000,98.544,-51.09634017944336
1684213439054000000,98.64900024414062,-52.022071838378906
1684213439154000000,98.74899975585937,-53.93316650390625
1684213439259000000,98.854,-52.73267364501953
1684213439364000000,98.959,-50.6540412902832
1684213439467000000,99.062,-52.83348083496094
1684213439573000000,99.168,-50.39259719848633
1684213439678000000,99.27300024414062,-52.09616470336914
1684213439783000000,99.378,-54.0866813659668
1684213439888000000,99.483,-54.58482360839844
1684213439989000000,99.584,-50.89695739746094
1684213440094000000,99.68900024414063,-49.41387176513672
1684213440196000000,99.791,-51.7554817199707
1684213440300000000,99.895,-51.01613235473633
1684213440406000000,100.00100024414063,-52.58384704589844
1684213440511000000,100.106,-54.08644485473633
1684213440616000000,100.211,-51.035037994384766
1684213440721000000,100.316,-52.98244094848633
1684213440824000000,100.419,-54.527427673339844
1684213440930000000,100.52499975585937,-53.135520935058594
1684213441034000000,100.62899975585937,-55.21873474121094
1684213441139000000,100.734,-52.760948181152344
1684213441244000000,100.839,-49.09992980957031
1684213441349000000,100.944,-51.00364303588867
1684213441454000000,101.04900024414063,-52.955440521240234
1684213441559000000,101.154,-54.62082290649414
1684213441664000000,101.259,-55.68247985839844
1684213441768000000,101.363,-53.71390914916992
1684213441873000000,101.468,-55.330413818359375
1684213441978000000,101.57299975585937,-50.34438705444336
1684213442083000000,101.678,-52.957767486572266
1684213442188000000,101.783,-51.97728729248047
1684213442288000000,101.883,-53.5251579284668
1684213442394000000,101.98899975585938,-52.89014434814453
1684213442499000000,102.094,-53.9864501953125
1684213442600000000,102.195,-53.32429122924805
1684213442706000000,102.30099975585938,-54.92713928222656
1684213442811000000,102.406,-52.6414794921875
1684213442916000000,102.511,-53.32205581665039
1684213443020000000,102.615,-55.04258728027344
1684213443125000000,102.72,-54.6008186340332
1684213443227000000,102.822,-53.1511116027832
1684213443333000000,102.928,-53.98047637939453
1684213443439000000,103.034,-52.0715446472168
1684213443544000000,103.139,-53.69544982910156
1684213443645000000,103.24,-52.45682907104492
1684213443751000000,103.346,-55.06697082519531
1684213443856000000,103.451,-56.270240783691406
1684213443961000000,103.556,-51.19052505493164
1684213444066000000,103.66099975585938,-46.55160140991211
1684213444167000000,103.762,-49.17759704589844
1684213444273000000,103.868,-51.78995895385742
1684213444377000000,103.972,-50.67341995239258
1684213444482000000,104.07699975585938,-53.240501403808594
1684213444587000000,104.182,-50.6552734375
1684213444689000000,104.284,-50.782989501953125
1684213444794000000,104.38899975585937,-49.35236740112305
1684213444899000000,104.494,-48.173744201660156
1684213445005000000,104.6,-50.470211029052734
1684213445102000000,104.69700024414063,-50.91376876831055
1684213445207000000,104.802,-51.157142639160156
1684213445311000000,104.906,-53.20450210571289
1684213445411000000,105.006,-52.76401138305664
1684213445516000000,105.111,-52.72800064086914
1684213445622000000,105.21700024414062,-54.21121597290039
1684213445723000000,105.318,-54.02720642089844
1684213445823000000,105.418,-54.42081069946289
1684213445928000000,105.523,-54.81675720214844
1684213446033000000,105.628,-48.98195266723633
1684213446134000000,105.72900024414062,-51.39013671875
1684213446238000000,105.83300024414062,-50.423179626464844
1684213446343000000,105.938,-53.00525665283203
1684213446448000000,106.043,-52.286460876464844
1684213446553000000,106.148,-53.11194610595703
1684213446658000000,106.25299975585938,-51.88623809814453
1684213446759000000,106.354,-53.451656341552734
1684213446864000000,106.459,-52.391319274902344
1684213446967000000,106.562,-54.44229507446289
1684213447073000000,106.668,-55.260406494140625
1684213447178000000,106.77299975585937,-43.416847229003906
1684213447279000000,106.874,-46.38485336303711
1684213447380000000,106.975,-49.559654235839844
1684213447486000000,107.08100024414063,-48.63481521606445
1684213447591000000,107.186,-47.821800231933594
1684213447696000000,107.291,-50.631858825683594
1684213447800000000,107.395,-52.860084533691406
1684213447904000000,107.499,-53.29890060424805
1684213448009000000,107.604,-53.21454620361328
1684213448114000000,107.70899975585938,-51.08745574951172
1684213448218000000,107.81299975585938,-53.91170120239258
1684213448324000000,107.919,-52.270931243896484
1684213448429000000,108.024,-52.71233367919922
1684213448534000000,108.12900024414063,-53.80632781982422
1684213448639000000,108.234,-52.69169235229492
1684213448740000000,108.335,-50.37712478637695
1684213448840000000,108.435,-51.07590866088867
1684213448945000000,108.54,-53.37554931640625
1684213449049000000,108.644,-50.646690368652344
1684213449155000000,108.75,-53.13714599609375
1684213449258000000,108.85299975585937,-54.69745635986328
1684213449364000000,108.959,-53.45991897583008
1684213449467000000,109.062,-51.64695739746094
1684213449573000000,109.168,-52.811187744140625
1684213449678000000,109.27300024414062,-54.13112258911133
1684213449783000000,109.378,-54.937744140625
1684213449888000000,109.483,-52.77581787109375
1684213449989000000,109.584,-51.507232666015625
1684213450094000000,109.68900024414063,-53.5534782409668
1684213450199000000,109.794,-47.96947479248047
1684213450300000000,109.895,-49.57892990112305
1684213450404000000,109.999,-51.27200698852539
1684213450509000000,110.104,-53.4158935546875
1684213450610000000,110.20499975585938,-52.17023849487305
1684213450715000000,110.31,-48.79789352416992
1684213450820000000,110.415,-51.88191223144531
1684213450925000000,110.52,-45.12452697753906
1684213451031000000,110.626,-48.204708099365234
1684213451134000000,110.72900024414062,-49.0713996887207
1684213451239000000,110.834,-51.40887451171875
1684213451344000000,110.939,-50.90885543823242
1684213451449000000,111.044,-50.968788146972656
1684213451554000000,111.14899975585938,-53.547183990478516
1684213451654000000,111.24900024414063,-51.96782302856445
1684213451759000000,111.354,-53.458492279052734
1684213451860000000,111.455,-54.793434143066406
1684213451965000000,111.56,-54.893943786621094
1684213452067000000,111.662,-53.90904998779297
1684213452167000000,111.762,-53.7815055847168
1684213452273000000,111.868,-55.24124526977539
1684213452378000000,111.97299975585938,-50.58610534667969
1684213452483000000,112.078,-52.46768569946289
1684213452588000000,112.183,-52.54723358154297
1684213452693000000,112.288,-54.474517822265625
1684213452798000000,112.39300024414062,-55.612125396728516
1684213452900000000,112.495,-54.040367126464844
1684213453008000000,112.603,-55.1872444152832
1684213453113000000,112.708,-54.40626525878906
1684213453218000000,112.81299975585938,-54.20085906982422
1684213453320000000,112.915,-50.6363525390625
1684213453426000000,113.02099975585938,-53.087799072265625
1684213453531000000,113.126,-54.27863311767578
1684213453634000000,113.22899975585938,-54.89232635498047
1684213453739000000,113.334,-56.0887336730957
1684213453845000000,113.44,-53.433353424072266
1684213453950000000,113.54500024414062,-53.38471221923828
1684213454055000000,113.65,-53.893592834472656
1684213454160000000,113.755,-55.00008773803711
1684213454262000000,113.85700024414062,-53.61838912963867
1684213454367000000,113.962,-55.08079528808594
1684213454467000000,114.062,-54.96369171142578
1684213454572000000,114.167,-54.58896255493164
1684213454674000000,114.26899975585937,-49.68120193481445
1684213454778000000,114.37299975585937,-52.01377487182617
1684213454881000000,114.476,-53.21167755126953
1684213454986000000,114.58099975585938,-54.457489013671875
1684213455091000000,114.686,-51.90580368041992
1684213455196000000,114.791,-52.61121368408203
1684213455300000000,114.895,-51.46189498901367
1684213455406000000,115.00100024414063,-52.69961929321289
1684213455511000000,115.106,-52.98139953613281
1684213455623000000,115.218,-54.10325241088867
1684213455716000000,115.311,-55.418968200683594
1684213455816000000,115.411,-52.384464263916016
1684213455922000000,115.51699975585937,-54.5759391784668
1684213456027000000,115.622,-49.413692474365234
1684213456131000000,115.726,-52.18271255493164
1684213456234000000,115.82899975585937,-53.01647186279297
1684213456340000000,115.935,-52.49067687988281
1684213456444000000,116.039,-52.018104553222656
1684213456549000000,116.144,-50.516448974609375
1684213456654000000,116.24900024414063,-52.40970993041992
1684213456758000000,116.35300024414063,-51.07377624511719
1684213456863000000,116.458,-53.63227462768555
1684213456967000000,116.562,-52.79114532470703
1684213457073000000,116.668,-53.2598876953125
1684213457174000000,116.76900024414063,-52.21422576904297
1684213457279000000,116.874,-51.507381439208984
1684213457384000000,116.979,-48.31879806518555
1684213457489000000,117.084,-50.98565673828125
1684213457594000000,117.18899975585937,-54.26518630981445
1684213457699000000,117.294,-51.125675201416016
1684213457800000000,117.395,-53.046142578125
1684213457906000000,117.50099975585937,-55.33949279785156
1684213458010000000,117.60499975585938,-55.557159423828125
1684213458113000000,117.708,-52.621009826660156
1684213458219000000,117.814,-54.554588317871094
1684213458322000000,117.91699975585938,-51.99604415893555
1684213458428000000,118.023,-53.8065299987793
1684213458533000000,118.128,-51.8539924621582
1684213458634000000,118.22899975585938,-53.08551788330078
1684213458739000000,118.334,-52.17094421386719
1684213458843000000,118.438,-52.423763275146484
1684213458948000000,118.543,-54.67839813232422
1684213459053000000,118.648,-56.510189056396484
1684213459158000000,118.75300024414062,-50.944515228271484
1684213459263000000,118.858,-53.153778076171875
1684213459367000000,118.962,-52.24064254760742
1684213459467000000,119.062,-52.67544937133789
1684213459573000000,119.168,-53.81753921508789
1684213459678000000,119.27300024414062,-54.172691345214844
1684213459783000000,119.378,-52.5690803527832
1684213459883000000,119.478,-52.001468658447266
1684213459988000000,119.583,-44.878509521484375
1684213460093000000,119.688,-45.688873291015625
1684213460198000000,119.79300024414063,-45.8325309753418
1684213460300000000,119.895,-46.577762603759766
1684213460406000000,120.00100024414063,-48.34029006958008
1684213460511000000,120.106,-50.974220275878906
1684213460616000000,120.211,-51.437164306640625
1684213460721000000,120.316,-52.98503875732422
1684213460826000000,120.42099975585937,-52.84304428100586
1684213460931000000,120.526,-55.09579086303711
1684213461034000000,120.62899975585937,-54.700416564941406
1684213461139000000,120.734,-55.9981689453125
1684213461244000000,120.839,-49.89754104614258
1684213461349000000,120.944,-35.502437591552734
1684213461454000000,121.04900024414063,-38.510704040527344
1684213461559000000,121.154,-41.98377227783203
1684213461664000000,121.259,-45.569969177246094
1684213461767000000,121.362,-44.60096740722656
1684213461872000000,121.467,-47.43686294555664
1684213461977000000,121.572,-50.04390335083008
1684213462082000000,121.67699975585937,-49.4227294921875
1684213462187000000,121.782,-51.14203643798828
1684213462292000000,121.887,-53.07189178466797
1684213462395000000,121.99,-54.88396453857422
1684213462498000000,122.09299975585938,-52.348846435546875
1684213462600000000,122.195,-46.54849624633789
1684213462704000000,122.299,-45.67955017089844
1684213462808000000,122.403,-44.088199615478516
1684213462912000000,122.507,-45.934139251708984
1684213463018000000,122.61299975585938,-46.529571533203125
1684213463122000000,122.71699975585938,-49.17455291748047
1684213463226000000,122.82099975585938,-51.433162689208984
1684213463332000000,122.927,-45.09018325805664
1684213463434000000,123.02899975585937,-42.89552688598633
1684213463536000000,123.131,-45.679996490478516
1684213463642000000,123.23699975585937,-47.62514877319336
1684213463747000000,123.342,-46.96913528442383
1684213463852000000,123.447,-48.685733795166016
1684213463958000000,123.55300024414062,-37.028541564941406
1684213464059000000,123.654,-36.39594268798828
1684213464167000000,123.762,-40.54248046875
1684213464267000000,123.862,-43.672752380371094
1684213464373000000,123.968,-46.45709228515625
1684213464478000000,124.07300024414063,-49.570743560791016
1684213464583000000,124.178,-51.90529251098633
1684213464688000000,124.283,-48.82136154174805
1684213464793000000,124.388,-51.74003982543945
1684213464898000000,124.49299975585937,-53.63456726074219
1684213465006000000,124.60100024414062,-55.24799346923828
1684213465107000000,124.702,-53.26905059814453
1684213465212000000,124.807,-49.83604431152344
1684213465316000000,124.911,-48.912315368652344
1684213465419000000,125.014,-51.367862701416016
1684213465524000000,125.119,-52.932010650634766
1684213465628000000,125.223,-54.59012222290039
1684213465733000000,125.328,-55.74581527709961
1684213465834000000,125.42899975585938,-52.30729293823242
1684213465937000000,125.532,-54.233123779296875
1684213466039000000,125.634,-50.69700622558594
1684213466144000000,125.739,-53.64141082763672
1684213466246000000,125.84100024414063,-51.1970329284668
1684213466347000000,125.942,-51.30125045776367
1684213466453000000,126.048,-52.689456939697266
1684213466557000000,126.152,-53.97281265258789
1684213466662000000,126.25700024414063,-54.724403381347656
1684213466766000000,126.36100024414063,-48.643394470214844
1684213466867000000,126.462,-50.72401809692383
1684213466973000000,126.568,-50.59698486328125
1684213467077000000,126.672,-49.21184539794922
1684213467183000000,126.778,-50.053077697753906
1684213467285000000,126.88,-51.65786361694336
1684213467391000000,126.986,-48.66365432739258
1684213467496000000,127.091,-51.056739807128906
1684213467600000000,127.195,-39.367069244384766
1684213467706000000,127.30099975585938,-41.73812484741211
1684213467811000000,127.406,-44.71064376831055
1684213467916000000,127.511,-46.60305404663086
1684213468016000000,127.611,-46.437049865722656
1684213468122000000,127.71699975585938,-45.84413528442383
1684213468223000000,127.818,-47.816558837890625
1684213468328000000,127.923,-50.54476547241211
1684213468433000000,128.028,-51.46852493286133
1684213468534000000,128.12900024414063,-52.04010772705078
1684213468636000000,128.231,-53.6719970703125
1684213468741000000,128.336,-50.852577209472656
1684213468845000000,128.44,-52.28216552734375
1684213468950000000,128.54500024414062,-29.76375389099121
1684213469055000000,128.65,-33.381858825683594
1684213469161000000,128.756,-38.114532470703125
1684213469266000000,128.86099975585938,-41.9079475402832
1684213469367000000,128.962,-46.43777084350586
1684213469467000000,129.062,-48.5929069519043
1684213469567000000,129.162,-49.91523361206055
1684213469667000000,129.262,-46.693450927734375
1684213469767000000,129.362,-49.98464584350586
1684213469867000000,129.462,-52.48307800292969
1684213469973000000,129.568,-53.77249526977539
1684213470077000000,129.672,-52.951332092285156
1684213470183000000,129.778,-53.823543548583984
1684213470288000000,129.883,-52.771114349365234
1684213470393000000,129.988,-52.79289627075195
1684213470496000000,130.091,-52.13866424560547
1684213470600000000,130.195,-47.591854095458984
1684213470704000000,130.299,-50.22752380371094
1684213470809000000,130.404,-42.467445373535156
1684213470911000000,130.506,-44.26115798950195
1684213471014000000,130.60900024414062,-46.53000259399414
1684213471119000000,130.714,-48.722721099853516
1684213471224000000,130.819,-51.18532180786133
1684213471329000000,130.924,-50.40534973144531
1684213471434000000,131.0289997558594,-53.323551177978516
1684213471537000000,131.132,-41.22478485107422
1684213471639000000,131.234,-43.18187713623047
1684213471743000000,131.338,-45.32858657836914
