time,seconds_elapsed,dBFS
1684212973677000000,59.793,-46.653663635253906
1684212973782000000,59.898000244140626,-46.81589126586914
1684212973888000000,60.004,-46.71311950683594
1684212973993000000,60.109,-48.13212203979492
1684212974098000000,60.213999755859376,-49.31987380981445
1684212974203000000,60.319,-50.95998001098633
1684212974307000000,60.423,-53.27825164794922
1684212974410000000,60.525999755859374,-54.54228210449219
1684212974516000000,60.632,-55.21122360229492
1684212974620000000,60.736,-46.59523010253906
1684212974726000000,60.84200024414063,-43.97087097167969
1684212974831000000,60.947,-45.90910339355469
1684212974932000000,61.048,-48.55649948120117
1684212975037000000,61.153,-49.35725784301758
1684212975138000000,61.253999755859375,-50.939449310302734
1684212975243000000,61.359,-47.94065475463867
1684212975344000000,61.46,-37.45408248901367
1684212975444000000,61.56,-37.146854400634766
1684212975550000000,61.666000244140626,-38.72432327270508
1684212975655000000,61.771,-34.9610710144043
1684212975758000000,61.874000244140625,-36.82582473754883
1684212975862000000,61.978000244140624,-38.18061828613281
1684212975967000000,62.083,-37.464595794677734
1684212976072000000,62.188,-39.25738525390625
1684212976177000000,62.293,-40.979496002197266
1684212976277000000,62.393,-39.914615631103516
1684212976383000000,62.499,-38.74679183959961
1684212976483000000,62.599,-37.14476776123047
1684212976589000000,62.705,-38.40441131591797
1684212976692000000,62.808,-40.08599090576172
1684212976796000000,62.912,-37.34129333496094
1684212976901000000,63.017,-40.93354797363281
1684212977003000000,63.119,-34.458221435546875
1684212977107000000,63.223,-33.69866943359375
1684212977210000000,63.32599975585938,-37.420108795166016
1684212977316000000,63.432,-41.06968307495117
1684212977421000000,63.537,-44.52000427246094
1684212977524000000,63.64,-46.934226989746094
1684212977630000000,63.746000244140625,-49.55443572998047
1684212977732000000,63.848,-51.23418426513672
1684212977838000000,63.95400024414062,-52.92241287231445
1684212977943000000,64.059,-41.68755340576172
1684212978044000000,64.16,-43.53488540649414
1684212978150000000,64.26600024414063,-46.64714050292969
1684212978255000000,64.371,-49.807125091552734
1684212978357000000,64.473,-51.6604118347168
1684212978462000000,64.57800024414063,-53.58563995361328
1684212978567000000,64.683,-49.96826934814453
1684212978672000000,64.788,-52.050262451171875
1684212978776000000,64.892,-50.9585075378418
1684212978878000000,64.99400024414062,-43.03931427001953
1684212978983000000,65.099,-38.65407943725586
1684212979084000000,65.2,-40.087703704833984
1684212979190000000,65.30600024414062,-39.190391540527344
1684212979290000000,65.40599975585937,-37.91468811035156
1684212979391000000,65.507,-39.11790084838867
1684212979492000000,65.608,-40.41354751586914
1684212979598000000,65.71400024414062,-37.88596725463867
1684212979703000000,65.819,-37.516788482666016
1684212979807000000,65.923,-39.09428787231445
1684212979910000000,66.02600024414062,-40.925048828125
1684212980011000000,66.127,-38.47858428955078
1684212980116000000,66.232,-42.627220153808594
1684212980221000000,66.337,-46.102603912353516
1684212980326000000,66.44200024414063,-49.2298583984375
